transaction_amount,transaction_type,time_of_day,is_first_time_recipient,urgency_indicator,amount_unusual_for_user,transaction_speed,agent_location_risk,transaction_region,unusual_hours_for_region,multiple_quick_attempts,session_duration_seconds,is_fraud,fraud_type
215.7352597,cash-in,morning,0,1,0,normal,high,same_region,0,0,408.6647381,0,identity_theft
172.7605955,cash-in,night,1,0,0,immediate,low,same_region,0,0,600.7333008,0,legitimate
324.9974265,cash-in,afternoon,1,0,0,normal,low,same_region,0,1,229.1853726,0,legitimate
300.1454764,cash-out,night,1,1,0,normal,medium,same_region,1,0,987.4291131,0,legitimate
110.9763215,cash-out,afternoon,0,1,0,normal,low,different_region,0,0,0.01421891797,0,legitimate
87.18275993,cash-out,night,0,0,0,normal,medium,same_region,1,1,183.4882621,0,legitimate
604.4369841,cash-in,morning,0,0,1,normal,low,different_region,0,1,187.8647618,0,legitimate
145.3411335,cash-in,morning,0,0,0,normal,high,same_region,1,0,449.7872701,0,legitimate
261.7760631,cash-in,night,0,0,1,normal,high,same_region,1,0,1120.241013,0,sim_swap
684.9837946,transfer,night,0,1,0,normal,medium,same_region,0,0,369.6593671,0,legitimate
257.1075349,transfer,afternoon,1,1,1,immediate,low,same_region,0,0,57.42941672,0,legitimate
353.4885423,transfer,afternoon,0,0,0,normal,medium,same_region,1,0,36.59453541,0,legitimate
1691.998642,cash-in,morning,0,0,1,normal,low,same_region,0,0,117.3884884,0,legitimate
215.8993734,cash-out,afternoon,1,0,1,normal,medium,same_region,1,0,191.0567127,0,legitimate
39.94108555,cash-in,night,1,1,0,normal,low,same_region,0,0,38.45677345,0,legitimate
85.71254573,cash-in,afternoon,1,0,0,normal,low,different_region,0,0,877.4110101,0,legitimate
302.7658528,cash-out,afternoon,0,0,1,normal,low,same_region,0,0,269.8535512,0,sim_swap
811.4726205,cash-out,morning,0,1,1,normal,high,same_region,0,0,44.56577964,0,legitimate
213.5927345,transfer,morning,0,0,0,immediate,medium,same_region,1,0,507.2404509,0,legitimate
1.561270062,transfer,afternoon,0,0,0,normal,high,same_region,1,0,504.9001739,0,legitimate
296.7855322,cash-in,night,1,1,1,immediate,low,same_region,0,0,107.9443704,0,legitimate
200.8647871,cash-in,morning,1,0,0,normal,high,same_region,0,0,451.7748351,0,legitimate
303.3868556,cash-in,night,1,1,1,immediate,medium,same_region,0,0,412.9341632,0,legitimate
74.34142627,cash-out,night,1,1,0,normal,medium,same_region,0,0,253.2015227,0,legitimate
1.561270062,cash-in,night,1,0,1,normal,low,same_region,0,0,335.4401455,1,legitimate
241.0763398,cash-out,night,1,0,0,normal,low,same_region,0,1,115.1184233,0,legitimate
155.0758284,transfer,night,0,0,0,immediate,low,same_region,0,0,665.0556182,0,legitimate
216.8798465,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,50.2699265,0,legitimate
135.7657069,cash-out,night,0,0,0,normal,medium,different_region,0,0,316.4822173,0,social_engineering
553.0269559,cash-in,night,0,0,1,normal,low,same_region,1,0,156.7450923,0,legitimate
403.1933833,cash-out,afternoon,0,0,1,normal,low,same_region,0,0,381.842779,0,legitimate
347.2576223,cash-in,afternoon,1,1,0,normal,medium,different_region,0,0,824.3213055,0,legitimate
122.6792793,transfer,afternoon,0,0,0,normal,medium,same_region,0,0,287.2581213,0,legitimate
253.1780186,cash-in,morning,0,0,1,normal,low,same_region,0,0,332.2192426,0,identity_theft
97.59114208,cash-in,night,0,1,0,normal,low,same_region,0,0,347.159677,0,legitimate
45.42159633,cash-out,afternoon,0,0,0,normal,low,same_region,1,0,252.4595778,0,legitimate
102.0585156,cash-in,night,0,0,0,normal,high,same_region,0,0,32.07424694,0,identity_theft
57.35266723,cash-out,afternoon,0,1,0,normal,low,same_region,0,0,300.8636949,0,legitimate
429.3593278,cash-in,morning,1,1,1,normal,low,same_region,0,0,192.0893378,0,legitimate
30.55793677,cash-in,afternoon,0,0,0,normal,low,same_region,1,0,319.1269402,0,legitimate
208.2196936,transfer,morning,0,0,0,normal,low,same_region,0,0,538.612451,0,legitimate
71.35077794,cash-in,afternoon,0,0,0,normal,medium,same_region,0,1,634.7043144,0,legitimate
86.67485025,transfer,morning,0,0,0,normal,low,same_region,1,0,306.2932928,0,legitimate
241.5835849,cash-in,afternoon,0,0,0,normal,low,same_region,1,1,276.7165076,0,legitimate
164.3795568,cash-out,afternoon,0,0,1,normal,low,same_region,0,0,15.96646556,0,sim_swap
325.561471,cash-in,night,1,0,1,normal,low,same_region,1,0,218.9597267,0,legitimate
112.3808054,cash-in,night,1,0,1,normal,low,different_region,0,0,793.6585022,0,legitimate
66.09261023,cash-in,afternoon,1,0,1,normal,low,same_region,1,0,420.691472,0,legitimate
759.9088404,cash-in,morning,0,0,0,normal,low,same_region,1,0,4.168893535,0,legitimate
1389.95591,cash-in,night,0,0,1,normal,medium,same_region,1,0,17.31818021,0,legitimate
101.044352,cash-in,afternoon,0,1,1,normal,high,same_region,0,0,49.4239473,0,legitimate
59.41124663,cash-out,morning,0,1,1,normal,medium,same_region,0,0,36.15425939,0,legitimate
81.14747377,cash-in,afternoon,1,1,0,normal,low,different_region,0,0,262.6329463,0,legitimate
594.1710623,cash-out,afternoon,0,1,0,normal,low,different_region,0,0,1128.622189,0,legitimate
68.31570237,cash-in,afternoon,0,0,1,normal,high,different_region,0,0,228.2262925,1,legitimate
117.6541077,cash-in,morning,1,0,1,normal,low,same_region,1,0,124.3559123,0,legitimate
273.0074978,transfer,night,1,0,0,normal,low,same_region,0,0,164.395294,0,legitimate
53.4988633,cash-in,night,1,0,0,normal,low,same_region,0,0,142.871779,0,legitimate
217.5343383,cash-in,morning,0,0,0,normal,medium,same_region,0,0,75.06787865,0,legitimate
13.54447024,cash-out,morning,0,1,0,normal,low,same_region,0,0,275.6018342,0,legitimate
276.6567389,cash-in,morning,1,0,0,normal,low,different_region,0,0,348.0104825,1,legitimate
529.3123653,cash-out,afternoon,0,0,1,normal,high,same_region,0,0,221.7404929,0,legitimate
41.80663683,transfer,afternoon,0,0,0,normal,low,same_region,0,0,298.1099228,0,legitimate
84.59995191,cash-in,morning,0,0,0,normal,high,different_region,1,0,1501.471138,0,legitimate
310.1711464,cash-in,afternoon,0,0,0,normal,high,different_region,0,0,284.6012227,0,legitimate
28.84809641,transfer,afternoon,0,0,0,normal,low,same_region,1,0,622.9133201,0,legitimate
305.1373756,cash-out,afternoon,0,1,0,immediate,medium,different_region,1,0,68.23645485,0,legitimate
480.1250163,transfer,afternoon,0,1,1,normal,medium,same_region,1,0,172.800392,0,legitimate
217.6503157,cash-out,morning,0,0,0,normal,high,same_region,0,0,104.5520527,0,legitimate
303.1554283,cash-out,morning,0,0,0,normal,low,same_region,0,1,194.1707066,0,legitimate
12.22937759,cash-in,night,0,0,1,normal,high,same_region,1,0,255.4056865,0,legitimate
208.462009,cash-in,morning,1,1,0,normal,low,same_region,0,0,440.0265422,0,legitimate
638.7527029,cash-in,night,0,0,0,normal,medium,same_region,0,1,312.2158039,0,legitimate
236.0599734,cash-in,afternoon,0,1,1,immediate,low,different_region,1,0,139.6404042,0,legitimate
231.3848032,transfer,afternoon,0,0,0,normal,low,same_region,1,0,147.2673283,1,legitimate
85.6793198,cash-out,afternoon,1,0,1,normal,low,different_region,0,0,191.7509292,1,legitimate
44.69975785,cash-in,morning,0,1,0,normal,medium,same_region,0,0,16.58238205,0,legitimate
500.9646763,transfer,afternoon,0,0,1,normal,high,different_region,0,0,48.99591542,0,legitimate
75.73921883,cash-in,night,0,0,0,immediate,low,same_region,0,0,407.2722408,0,legitimate
11.80726595,cash-in,morning,0,0,0,normal,low,same_region,0,0,274.9068351,0,legitimate
2211.056021,transfer,night,0,0,1,normal,low,different_region,0,0,481.045931,0,legitimate
81.01726902,cash-in,afternoon,0,0,0,immediate,low,same_region,0,0,997.9760618,0,legitimate
708.8395182,cash-in,afternoon,0,1,0,normal,medium,same_region,0,1,254.5087884,0,legitimate
498.8086151,cash-in,night,0,0,0,normal,medium,same_region,0,0,680.136685,0,legitimate
198.894066,transfer,morning,1,1,0,normal,low,same_region,1,0,1821.995626,0,legitimate
204.9213553,cash-out,night,1,1,0,normal,low,same_region,0,0,385.072996,0,legitimate
214.1812769,cash-in,night,0,0,0,normal,high,same_region,0,0,216.0670513,0,legitimate
928.6025778,transfer,night,0,0,0,normal,low,same_region,0,0,776.0728252,0,legitimate
282.7203791,cash-in,morning,0,0,1,immediate,low,same_region,0,0,144.7650881,0,legitimate
28.00403663,transfer,morning,0,0,0,normal,low,same_region,0,0,35.06217926,0,legitimate
87.89607175,transfer,afternoon,1,0,1,normal,low,different_region,0,0,127.9068057,0,legitimate
45.55052874,cash-in,night,0,0,0,normal,high,different_region,0,0,296.0972796,0,legitimate
35.2444508,cash-in,night,0,0,0,immediate,low,same_region,0,0,376.6160296,0,sim_swap
39.25158697,cash-in,morning,0,0,1,immediate,low,same_region,0,0,44.30347163,0,legitimate
49.68168199,cash-out,night,1,0,1,normal,low,same_region,1,1,858.1577746,0,legitimate
244.8682175,cash-out,night,0,1,1,normal,low,same_region,0,0,122.3482882,0,legitimate
62.74493879,cash-out,afternoon,0,0,0,normal,medium,different_region,0,0,86.97021368,0,legitimate
62.07591238,cash-out,night,0,0,1,normal,low,same_region,1,0,341.4348398,0,legitimate
848.0238144,cash-in,night,1,1,0,normal,low,same_region,1,0,648.4936233,0,legitimate
309.5680072,cash-in,afternoon,1,1,1,normal,low,same_region,0,0,230.5886504,0,legitimate
80.19320478,transfer,afternoon,0,0,0,normal,low,same_region,0,0,259.4462608,0,legitimate
26.65957332,cash-in,afternoon,0,0,1,normal,high,different_region,1,0,89.61264246,0,legitimate
59.9039449,transfer,afternoon,0,1,0,normal,low,same_region,0,0,92.76147623,0,legitimate
13.73164822,cash-out,night,0,0,0,immediate,low,same_region,0,1,320.6251007,0,legitimate
160.7827551,cash-in,night,0,0,0,normal,medium,same_region,0,0,446.8276106,1,identity_theft
113.1141437,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,205.0493494,0,legitimate
271.797201,transfer,morning,0,0,0,normal,high,same_region,0,0,46.06228564,0,legitimate
186.9640317,transfer,night,0,0,0,normal,high,same_region,0,0,643.6520158,1,legitimate
67.1010556,cash-out,night,0,0,0,normal,low,same_region,0,0,346.3529157,0,legitimate
561.9251009,cash-out,night,0,0,1,normal,low,same_region,0,0,1027.596539,0,legitimate
114.4055405,cash-in,afternoon,1,0,1,immediate,low,same_region,1,0,736.0900535,0,legitimate
170.6893146,cash-out,afternoon,1,0,0,normal,low,same_region,0,0,391.1033963,0,legitimate
85.62718279,cash-in,morning,0,1,1,normal,low,same_region,0,0,452.7957427,0,legitimate
63.23629879,cash-out,night,1,1,0,normal,low,same_region,0,0,917.7229438,0,legitimate
153.4333661,cash-in,morning,0,0,0,normal,high,same_region,0,0,232.6099777,0,legitimate
88.443308,cash-out,morning,0,0,1,normal,low,same_region,0,0,436.6585453,0,legitimate
199.2681153,cash-out,afternoon,1,0,1,immediate,medium,same_region,0,0,245.766288,0,legitimate
53.7253403,cash-in,morning,1,1,0,normal,low,same_region,0,0,31.40555525,0,legitimate
7.915550325,transfer,night,1,0,0,normal,low,same_region,1,0,172.776205,0,legitimate
32.25399629,transfer,afternoon,1,0,0,normal,low,different_region,0,0,150.8436033,0,legitimate
318.8155548,cash-in,night,1,0,0,normal,low,same_region,0,0,515.5074973,0,legitimate
543.5626115,transfer,afternoon,1,1,0,normal,medium,same_region,0,0,214.5945698,0,legitimate
181.5449323,cash-out,afternoon,1,1,1,normal,low,same_region,0,0,5.995366216,0,legitimate
200.9762284,cash-out,morning,0,0,0,normal,low,same_region,0,0,259.0831497,0,legitimate
93.19122011,cash-out,night,0,0,0,normal,low,same_region,0,0,263.0176267,0,legitimate
115.0190176,cash-in,morning,1,1,0,normal,medium,same_region,0,0,416.7289485,0,legitimate
176.7397503,cash-in,afternoon,0,0,0,normal,medium,different_region,1,0,366.5855228,0,legitimate
202.9690442,cash-in,night,0,0,0,normal,high,same_region,0,0,241.6342117,0,legitimate
215.334276,cash-in,night,0,0,0,normal,high,different_region,0,0,289.5047275,0,legitimate
428.102268,transfer,night,0,0,0,normal,low,same_region,0,0,245.8070185,0,legitimate
213.5155607,cash-out,morning,1,1,0,normal,low,same_region,1,0,201.7945912,0,legitimate
124.2301291,cash-in,afternoon,0,0,1,normal,low,same_region,0,0,241.0241218,0,legitimate
69.48047979,cash-out,afternoon,0,1,1,immediate,low,same_region,0,0,851.5970457,0,legitimate
181.1358817,transfer,night,0,0,1,normal,high,same_region,1,0,78.85080842,0,legitimate
72.04103707,cash-in,morning,0,0,0,normal,low,same_region,0,0,127.6067802,0,legitimate
95.28652602,cash-out,afternoon,0,1,0,normal,low,same_region,1,0,697.8367808,0,legitimate
151.0396527,cash-in,night,1,1,0,normal,high,same_region,0,0,376.1692248,0,legitimate
314.7703007,cash-out,afternoon,1,0,0,normal,low,same_region,0,0,171.5863482,0,legitimate
376.125262,cash-in,night,0,0,1,immediate,low,different_region,0,0,57.49442237,0,legitimate
53.91953792,cash-in,night,0,0,1,normal,low,same_region,0,0,329.973302,0,legitimate
112.0563832,cash-out,night,0,0,1,normal,medium,same_region,0,0,98.53570852,0,legitimate
124.8088288,cash-in,morning,0,1,0,normal,medium,same_region,0,0,249.650204,0,legitimate
35.37662669,cash-in,night,0,1,0,immediate,medium,different_region,1,0,177.562491,0,legitimate
69.27828988,cash-in,morning,0,0,1,normal,medium,same_region,0,0,74.3063356,0,legitimate
54.60647995,cash-out,night,0,0,1,normal,low,same_region,0,0,434.6579372,0,legitimate
183.8986272,cash-out,afternoon,0,1,1,normal,low,same_region,1,0,68.90975852,0,legitimate
92.22312742,transfer,afternoon,1,0,1,normal,low,same_region,0,0,644.654426,0,legitimate
667.579617,cash-out,afternoon,1,0,1,immediate,low,same_region,1,0,591.9148094,0,legitimate
102.1130913,cash-in,night,0,0,0,normal,low,same_region,0,0,9.629210684,0,legitimate
620.6809043,transfer,morning,0,1,0,normal,low,same_region,1,0,273.8376358,0,legitimate
186.3813306,cash-in,night,0,0,0,immediate,medium,same_region,0,0,323.5417218,0,legitimate
94.18680329,cash-out,night,0,0,0,normal,low,same_region,1,0,950.6450896,1,legitimate
84.63236565,cash-out,night,0,1,1,normal,low,same_region,0,1,164.9177133,0,legitimate
277.7517321,transfer,morning,0,0,0,normal,low,same_region,1,0,288.2951813,0,legitimate
84.16058652,cash-in,morning,0,0,1,normal,low,same_region,1,0,274.5948924,0,legitimate
187.4444786,cash-in,night,0,0,1,normal,medium,same_region,0,0,1334.437202,0,legitimate
287.1223132,cash-out,afternoon,0,0,0,normal,low,same_region,0,1,50.33570129,0,legitimate
194.8463679,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,591.7871955,0,legitimate
219.9843151,cash-out,night,0,1,0,normal,medium,same_region,1,0,344.7831095,0,legitimate
110.4820783,cash-in,night,1,0,0,normal,high,same_region,0,0,27.20256806,0,legitimate
112.0327005,cash-in,morning,0,1,0,normal,low,same_region,0,0,86.02695609,0,legitimate
239.9648755,cash-in,night,1,0,0,normal,medium,same_region,1,0,163.3823626,0,legitimate
71.16539854,cash-out,morning,0,1,0,normal,low,different_region,0,0,405.1801515,0,legitimate
4494.273445,transfer,night,0,1,0,normal,low,different_region,0,0,640.015195,0,legitimate
40.70571428,cash-in,morning,0,0,1,normal,medium,same_region,1,0,506.3984021,0,identity_theft
38.8057979,cash-in,night,1,0,0,normal,medium,same_region,0,0,275.009502,0,legitimate
336.9604397,cash-in,afternoon,0,1,1,normal,medium,same_region,0,0,131.7721248,0,legitimate
273.7252629,cash-in,night,0,0,0,normal,low,same_region,0,0,166.0781592,0,legitimate
247.4229474,transfer,morning,0,0,0,normal,medium,same_region,0,0,384.9539338,0,legitimate
36.49886922,cash-in,morning,0,0,0,immediate,low,same_region,0,0,209.8103653,0,legitimate
59.23795365,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,614.290871,0,legitimate
41.65815651,cash-in,afternoon,0,1,1,normal,low,different_region,0,0,291.9410023,0,legitimate
230.2996208,cash-in,night,0,0,0,normal,low,same_region,0,0,550.2851781,0,legitimate
3419.323943,transfer,night,0,0,0,normal,high,different_region,0,0,70.44323622,0,legitimate
620.0362488,cash-in,afternoon,0,0,0,normal,high,same_region,0,1,28.39912026,0,legitimate
170.9245945,cash-in,night,1,0,0,immediate,low,same_region,0,0,333.0770428,0,legitimate
1132.471927,cash-in,afternoon,0,1,0,normal,medium,same_region,0,0,647.8196938,0,legitimate
109.0525935,cash-in,night,0,1,0,normal,medium,different_region,0,0,484.1605411,0,legitimate
230.9076653,cash-in,night,0,0,0,normal,medium,same_region,0,1,59.38612923,0,legitimate
113.0920459,cash-in,morning,0,1,0,normal,low,different_region,0,0,60.2470388,0,legitimate
147.9730662,cash-in,morning,1,0,0,normal,low,same_region,0,0,154.542242,0,legitimate
26.55049208,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,415.1834467,0,legitimate
234.3524593,cash-in,morning,0,0,0,normal,medium,different_region,0,0,77.89454994,0,legitimate
67.99174475,cash-in,afternoon,0,0,0,normal,low,different_region,0,0,65.14448161,0,legitimate
590.9719542,transfer,night,0,0,1,normal,low,different_region,0,1,266.8945367,0,legitimate
65.99603848,cash-in,afternoon,0,1,0,normal,medium,same_region,1,0,261.6495835,0,legitimate
22.42694125,transfer,afternoon,0,0,1,normal,high,same_region,0,0,121.1093474,0,legitimate
245.3242092,cash-in,night,1,0,1,immediate,low,same_region,0,1,78.88335254,0,legitimate
1554.373142,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,67.52899771,0,legitimate
60.13743481,cash-out,afternoon,0,1,0,normal,low,different_region,0,1,648.6711441,0,legitimate
575.9621209,cash-in,afternoon,1,0,0,normal,low,same_region,0,0,717.2454699,0,legitimate
254.2923791,cash-out,afternoon,1,1,1,normal,low,same_region,1,0,319.1194311,0,legitimate
270.1972464,cash-in,afternoon,1,0,0,normal,low,same_region,0,0,362.9866706,0,legitimate
21.29064627,cash-out,night,0,0,1,normal,medium,same_region,0,0,394.1111569,0,legitimate
654.3799531,cash-out,morning,0,1,1,normal,low,same_region,1,0,432.4390854,0,legitimate
194.3449514,cash-in,night,0,1,1,normal,low,same_region,0,0,197.0601159,0,sim_swap
69.0972558,cash-in,night,0,0,0,normal,low,same_region,0,0,6.403759716,0,legitimate
101.7596059,transfer,afternoon,0,0,1,normal,low,same_region,1,0,40.51241351,0,legitimate
215.0738917,cash-in,morning,0,0,1,normal,medium,same_region,0,0,923.3771434,0,legitimate
17.98525746,cash-in,afternoon,1,0,0,normal,low,different_region,0,1,191.2748711,0,legitimate
390.0794105,cash-in,night,0,0,0,normal,low,different_region,0,0,321.3067966,0,legitimate
214.2551161,cash-in,night,0,1,1,normal,medium,same_region,0,0,257.0626448,0,legitimate
260.6303857,transfer,afternoon,0,0,1,immediate,medium,different_region,0,0,43.76211413,0,legitimate
115.0810183,cash-in,night,0,0,0,normal,high,same_region,1,1,1118.484622,0,legitimate
1428.219703,cash-out,night,0,1,0,normal,low,same_region,0,0,121.8888323,0,legitimate
321.046764,transfer,morning,1,1,1,normal,high,different_region,0,0,119.0984186,0,legitimate
118.2308201,cash-in,morning,1,0,0,normal,high,same_region,0,0,0.01421891797,0,legitimate
307.5701055,cash-out,night,0,0,1,normal,medium,same_region,0,1,4.49234893,0,legitimate
104.5456841,cash-out,night,0,0,0,normal,low,same_region,0,0,336.0108596,0,legitimate
350.7242296,transfer,night,1,0,0,normal,low,same_region,1,0,251.4432398,0,legitimate
152.8251919,transfer,night,1,0,0,normal,high,different_region,1,0,412.3423342,0,legitimate
161.296478,transfer,night,0,0,0,normal,high,same_region,1,0,324.5863825,0,legitimate
1075.232108,cash-out,night,1,0,1,immediate,low,same_region,0,1,397.2794051,0,legitimate
587.2026318,cash-out,night,1,0,0,normal,low,different_region,1,0,130.9721241,0,legitimate
216.7683535,cash-out,night,1,0,0,normal,medium,same_region,0,0,0.01421891797,0,legitimate
253.8838447,cash-in,afternoon,1,1,0,normal,high,same_region,0,0,497.3118922,0,legitimate
364.7382589,cash-in,afternoon,0,0,0,normal,high,same_region,0,0,595.2872069,0,legitimate
60.10288578,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,138.9788579,0,legitimate
122.8550355,transfer,night,0,1,0,normal,medium,same_region,1,0,418.0923982,0,legitimate
81.61275934,cash-in,afternoon,1,1,0,normal,high,same_region,0,1,399.7982481,0,legitimate
932.5318943,transfer,afternoon,0,1,0,immediate,medium,different_region,1,0,837.5109598,0,legitimate
77.78338121,transfer,night,0,1,0,normal,low,same_region,1,0,172.6105906,1,legitimate
103.6768499,cash-in,afternoon,0,1,0,normal,high,different_region,0,0,227.9198399,0,legitimate
45.32776474,cash-in,night,1,0,1,normal,medium,same_region,0,0,223.1372806,0,legitimate
3577.045972,cash-in,morning,0,1,0,normal,high,same_region,0,0,255.073749,0,legitimate
112.5311923,cash-in,night,0,0,0,normal,medium,same_region,0,0,77.80831738,0,legitimate
26.82703726,cash-in,night,0,0,1,normal,high,same_region,0,0,63.1150067,0,legitimate
109.504801,cash-out,night,1,0,0,normal,medium,same_region,0,0,293.464369,0,legitimate
119.7365188,cash-in,morning,0,1,0,normal,low,same_region,0,0,248.6211556,0,legitimate
705.1060845,cash-in,afternoon,0,0,1,normal,low,same_region,0,0,96.94931174,0,legitimate
74.56980143,cash-out,night,0,0,1,normal,low,same_region,0,0,60.9786542,0,legitimate
104.9883852,cash-in,night,0,1,0,normal,low,same_region,0,1,72.55924129,0,legitimate
109.9268915,cash-out,night,1,1,0,normal,medium,different_region,0,0,54.00508666,0,legitimate
348.5508257,cash-in,afternoon,1,0,1,normal,low,different_region,0,0,231.4031824,0,legitimate
107.6357234,transfer,afternoon,1,0,0,normal,low,same_region,0,0,605.9132595,0,legitimate
1287.707319,cash-out,afternoon,0,0,0,immediate,high,same_region,0,0,416.2216404,0,legitimate
224.8040199,cash-in,afternoon,1,0,1,normal,medium,same_region,1,0,106.7147725,0,legitimate
893.1505488,cash-in,night,0,0,0,immediate,high,same_region,0,0,383.688635,0,legitimate
48.01876006,transfer,afternoon,0,1,0,normal,low,same_region,1,0,1495.913097,0,legitimate
36.20465629,cash-in,morning,0,0,1,normal,high,same_region,0,0,201.6346302,0,legitimate
307.1484302,transfer,afternoon,0,0,0,normal,high,same_region,0,0,375.9922192,0,legitimate
161.3376178,transfer,afternoon,0,0,1,normal,low,different_region,0,0,63.79573295,0,legitimate
789.030087,cash-in,afternoon,0,1,0,normal,high,same_region,0,1,79.48779428,0,legitimate
204.0047604,transfer,night,0,0,0,normal,high,different_region,0,0,272.2243309,0,legitimate
1269.890437,transfer,afternoon,1,0,0,immediate,medium,same_region,1,1,305.2351898,0,legitimate
102.1212226,cash-out,night,0,0,0,normal,high,same_region,1,0,1043.633032,0,legitimate
55.56368192,cash-out,night,0,0,0,normal,medium,same_region,0,0,233.4817982,0,identity_theft
284.1792316,cash-out,morning,0,0,0,normal,high,same_region,0,0,121.4117422,1,legitimate
608.0971508,transfer,afternoon,0,0,1,normal,low,same_region,0,0,68.17520177,0,legitimate
250.4331632,cash-in,night,0,0,0,normal,medium,same_region,0,0,385.8458751,0,legitimate
56.15536444,cash-in,night,0,0,0,normal,high,same_region,0,0,92.93368815,0,legitimate
106.1024795,cash-in,night,1,0,0,normal,medium,same_region,0,0,53.19772393,0,legitimate
486.5570618,cash-in,night,0,0,1,normal,high,same_region,0,0,57.48583311,0,legitimate
197.9334719,cash-in,night,0,0,1,normal,medium,same_region,0,0,127.6883926,0,legitimate
208.046696,cash-out,morning,0,1,1,normal,low,different_region,0,1,48.20926356,0,legitimate
295.941059,cash-out,afternoon,0,0,0,normal,low,same_region,1,0,400.1277142,0,legitimate
626.999806,transfer,night,0,0,1,normal,low,same_region,1,0,447.1192948,0,legitimate
110.6616328,cash-in,night,1,1,1,normal,low,same_region,0,0,356.3019515,0,legitimate
40.19569898,cash-out,afternoon,1,0,0,normal,low,same_region,0,0,778.2594861,0,identity_theft
1061.660332,cash-out,night,0,0,0,immediate,medium,different_region,1,0,486.9320648,0,legitimate
87.53044022,cash-in,afternoon,0,0,1,immediate,medium,same_region,1,0,872.7221952,0,legitimate
126.051649,cash-out,afternoon,0,0,1,normal,low,same_region,0,0,289.889987,0,legitimate
22.53358592,transfer,afternoon,0,0,1,normal,low,same_region,0,0,29.61725843,0,legitimate
224.906581,cash-in,morning,1,0,0,normal,low,same_region,0,0,73.83178993,1,legitimate
64.53149148,cash-in,morning,0,0,0,normal,high,same_region,0,0,190.0367164,0,legitimate
234.7981611,transfer,afternoon,0,1,0,normal,low,same_region,0,1,32.06302046,0,legitimate
80.85390691,transfer,night,0,1,1,normal,high,same_region,0,0,452.5379085,0,legitimate
304.1965226,cash-out,night,0,0,1,normal,low,same_region,1,1,313.234354,0,legitimate
84.39639302,cash-in,night,1,0,0,normal,low,different_region,0,0,25.84811372,0,legitimate
39.86958389,transfer,afternoon,1,1,0,normal,low,same_region,0,0,216.8996049,1,legitimate
73.27729282,transfer,morning,0,1,0,normal,low,same_region,0,0,290.8772646,0,legitimate
45.9857699,cash-in,night,0,0,0,normal,medium,same_region,0,0,242.4410633,0,legitimate
336.7112804,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,6.351565454,0,legitimate
110.6045839,cash-in,afternoon,1,0,0,normal,medium,different_region,0,0,1032.574342,0,legitimate
118.3013399,transfer,night,0,0,0,normal,medium,same_region,1,0,265.2293351,0,legitimate
51.97029686,cash-in,morning,0,0,0,normal,medium,same_region,0,0,573.674905,0,legitimate
313.1307481,transfer,morning,0,0,0,normal,low,same_region,0,0,518.7064403,0,legitimate
5067.337914,cash-in,afternoon,1,0,0,normal,medium,different_region,0,0,111.0814453,0,legitimate
833.5751886,cash-in,night,0,0,1,immediate,medium,different_region,0,0,392.3973717,0,legitimate
64.86825106,transfer,afternoon,0,1,1,normal,medium,different_region,0,0,702.5433133,0,legitimate
130.46538,cash-in,night,0,0,1,normal,high,same_region,0,0,440.0040545,0,legitimate
217.5059889,cash-out,afternoon,0,0,0,normal,low,same_region,1,0,274.3174188,0,legitimate
316.1394379,cash-in,morning,0,0,1,immediate,medium,same_region,1,0,429.5283722,1,legitimate
373.9700818,transfer,morning,1,0,1,immediate,low,same_region,0,0,692.1136148,0,legitimate
211.2334806,cash-in,night,1,1,0,normal,medium,same_region,0,0,22.19242786,1,legitimate
22.724693,cash-out,afternoon,1,1,1,normal,low,same_region,0,0,554.5056223,0,legitimate
238.3352673,cash-out,afternoon,0,0,0,normal,medium,same_region,0,0,270.5449936,0,legitimate
94.52951816,cash-in,afternoon,0,0,0,normal,low,different_region,0,0,164.5446683,0,legitimate
74.89367904,cash-out,afternoon,1,0,1,normal,medium,same_region,0,0,275.9438911,0,legitimate
221.5190418,transfer,morning,0,0,0,immediate,low,different_region,0,0,444.2592008,0,legitimate
267.4678439,cash-in,night,0,0,0,normal,low,same_region,0,0,242.811968,0,legitimate
75.70616431,cash-in,morning,0,0,0,normal,high,same_region,0,0,0.01421891797,0,legitimate
295.7115953,cash-in,night,0,0,0,normal,high,same_region,0,0,213.9235651,0,legitimate
87.44079747,cash-in,night,0,1,0,immediate,low,same_region,1,0,62.6391993,0,legitimate
503.7344782,cash-in,night,0,0,1,normal,medium,same_region,0,0,70.54290041,1,legitimate
883.4967485,transfer,night,0,1,0,normal,low,same_region,1,1,73.68493812,0,legitimate
365.6026076,cash-out,night,1,0,1,normal,low,same_region,0,0,239.3572516,0,legitimate
202.2877128,transfer,morning,0,1,0,normal,high,same_region,1,0,45.29488018,0,legitimate
315.037726,cash-in,morning,0,0,0,immediate,low,same_region,0,0,65.66277151,0,legitimate
